
Country,League,Club,Player_Names,Matches_Played,Substitution,Mins,Goals,xG,xG_Per_Avg_Match,Shots,OnTarget,Shots_Per_Avg_Match,On_Target_Per_Avg_Match,Year
Germany,Bundesliga,(FRA),Andre Silva,16,9,1694,12,10.699999999999999,0.59999999999999998,55,21,3.0800000000000001,1.18,2019
Germany,Bundesliga,(FCA),Florian Niederlechner,31,2,2846,13,13.18,0.44,78,40,2.6000000000000001,1.34,2019
Germany,Bundesliga,(DOR),Erling Haaland,11,4,1116,12,7.6399999999999997,0.65000000000000002,34,19,2.8900000000000001,1.62,2019
Germany,Bundesliga,(BSC),Jhon Cordoba,23,6,2108,13,8.8800000000000008,0.40000000000000002,61,25,2.75,1.13,2019
Germany,Bundesliga,(MON),Kevin Volland,24,3,2159,10,11.59,0.51000000000000001,78,32,3.4300000000000002,1.41,2019
Germany,Bundesliga,(SCF),Nils Petersen,24,10,2595,11,8.4700000000000006,0.31,55,19,2.0099999999999998,0.7,2019
Germany,Bundesliga,(BMG),Lars Stindl,14,11,1518,9,7.1900000000000004,0.45000000000000001,33,15,2.0699999999999998,0.94,2019
Germany,Bundesliga,(MAI),Robin Quaison,31,1,2718,13,12.02,0.41999999999999998,71,28,2.48,0.98,2019
Germany,Bundesliga,(BAY),Serge Gnabry,26,5,2216,12,13.300000000000001,0.56999999999999995,95,40,4.0700000000000003,1.71,2019
Germany,Bundesliga,(KOL),Sebastian Andersson,31,2,2813,12,13.619999999999999,0.46000000000000002,65,37,2.2000000000000002,1.25,2019
Germany,Bundesliga,(BMG),Alassane Plea,25,2,2252,10,11.619999999999999,0.48999999999999999,77,35,3.25,1.48,2019
France,France Ligue 7,(PSG),Neymar,15,0,1396,12,15.869999999999999,1.0800000000000001,71,36,4.8300000000000001,2.45,2019
France,France Ligue 13,(MAR),Dimitri Payet,22,0,2057,9,5.8499999999999996,0.27000000000000002,63,26,2.9100000000000001,1.2,2019
France,France Ligue 6,(PSG),Mauro Icardi,14,6,1353,12,12.109999999999999,0.84999999999999998,36,20,2.5299999999999998,1.4,2019
France,France Ligue 15,(LYO),Memphis Depay,12,1,1077,9,4.5300000000000002,0.40000000000000002,48,21,4.2300000000000004,1.85,2019
France,France Ligue 9,(NIC),Kasper Dolberg,22,1,1994,11,7.7699999999999996,0.37,42,25,2,1.19,2019
France,France Ligue 11,(REN),M'Baye Niang,24,2,2276,10,8.1500000000000004,0.34000000000000002,66,30,2.75,1.25,2019
France,France Ligue 20,(STR),Adrien Thomasson,24,1,2168,7,5.25,0.23000000000000001,50,18,2.1899999999999999,0.79,2019
France,France Ligue 12,(MPE),Andy Delort,26,0,2409,9,10.9,0.42999999999999999,84,29,3.3100000000000001,1.14,2019
France,France Ligue 8,(MAR),Dario Benedetto,25,1,2214,11,8.8599999999999994,0.38,61,27,2.6200000000000001,1.16,2019
France,France Ligue 2,(MON),Wissam Ben Yedder,25,1,2321,18,12.949999999999999,0.53000000000000003,64,36,2.6200000000000001,1.47,2019
France,France Ligue 19,(STR),Ludovic Ajorque,24,2,2163,8,6.5999999999999996,0.28999999999999998,50,22,2.2000000000000002,0.97,2019
France,France Ligue 14,(LEI),Islam Slimani,14,4,1378,9,8.6999999999999993,0.59999999999999998,53,20,3.6499999999999999,1.38,2019
France,France Ligue 17,(REN),Adrien Hunou,13,10,1325,8,7.25,0.52000000000000002,28,15,2.0099999999999998,1.08,2019
France,France Ligue 10,(STE),Denis Bouanga,23,3,2173,10,9.3800000000000008,0.40999999999999998,78,37,3.4100000000000001,1.62,2019
France,France Ligue 16,(REN),Sehrou Guirassy,23,0,2030,9,8.5500000000000007,0.40000000000000002,45,19,2.1099999999999999,0.89,2019
France,France Ligue 18,(PSG),Ángel Di Maria,23,3,2106,8,9.9800000000000004,0.45000000000000001,74,24,3.3399999999999999,1.08,2019
France,France Ligue 3,(LYO),Moussa Dembele,24,3,2358,16,11.42,0.46000000000000002,56,26,2.2599999999999998,1.05,2019
France,France Ligue 5,(STR),Habib Diallo,26,0,2344,12,9.1300000000000008,0.37,83,34,3.3599999999999999,1.38,2019
France,France Ligue 1,(PSG),Kylian Mbappe-Lottin,17,3,1611,18,17.98,1.0600000000000001,87,49,5.1299999999999999,2.89,2019
France,France Ligue 4,(LIL),Victor Osimhen,25,2,2434,13,14.859999999999999,0.57999999999999996,86,35,3.3599999999999999,1.37,2019
England,Premier League,(EVE),Dominic Calvert-Lewin,30,6,2849,13,16.190000000000001,0.54000000000000004,85,38,2.8300000000000001,1.27,2019
England,Premier League,(WOL),Raul Jimenez,37,1,3445,17,18.489999999999998,0.51000000000000001,118,43,3.25,1.19,2019
England,Premier League,(MNC),Kevin De Bruyne,32,3,2984,13,7.2199999999999998,0.23000000000000001,99,31,3.1499999999999999,0.99,2019
England,Premier League,(LEI),Jamie Vardy,34,1,3271,23,19.280000000000001,0.56000000000000005,89,42,2.5800000000000001,1.22,2019
England,Premier League,(MNC),Raheem Sterling,30,3,2836,20,20.300000000000001,0.68000000000000005,99,38,3.3199999999999998,1.27,2019
England,Premier League,(LIV),Sadio Mane,31,4,2933,18,14.51,0.46999999999999997,77,36,2.4900000000000002,1.17,2019
England,Premier League,(BUR),Chris Wood,29,3,2616,14,17.07,0.62,65,29,2.3599999999999999,1.05,2019
England,Premier League,(MNU),Anthony Martial,31,1,2788,17,11.74,0.40000000000000002,80,39,2.73,1.33,2019
England,Premier League,(MNC),Riyad Mahrez,21,12,2130,11,7.6200000000000001,0.34000000000000002,74,31,3.2999999999999998,1.38,2019
England,Premier League,(TOT),Son Heung-Min,28,2,2663,11,9.25,0.33000000000000002,81,38,2.8900000000000001,1.36,2019
England,Premier League,(MNU),Marcus Rashford,31,0,2826,17,19.93,0.67000000000000004,95,44,3.1899999999999999,1.48,2019
England,Premier League,(LIV),Mohamed Salah,33,1,3045,19,20.510000000000002,0.64000000000000001,132,59,4.1200000000000001,1.84,2019
England,Premier League,(MNC),Gabriel Jesus,21,13,2209,14,20.690000000000001,0.89000000000000001,101,46,4.3399999999999999,1.98,2019
England,Premier League,(SOU),Danny Ings,32,6,3009,22,16.789999999999999,0.53000000000000003,93,37,2.9399999999999999,1.17,2019
England,Premier League,(ARS),Pierre-Emerick Aubameyang,35,1,3392,22,16.07,0.45000000000000001,93,42,2.6000000000000001,1.18,2019
England,Premier League,(TOT),Harry Kane,29,0,2801,18,12.970000000000001,0.44,81,37,2.75,1.25,2019
England,Premier League,(EVE),Richarlison,36,0,3289,13,10.73,0.31,90,32,2.6000000000000001,0.92,2019
England,Premier League,(NOR),Teemu Pukki,33,3,3087,11,11.369999999999999,0.34999999999999998,80,35,2.46,1.08,2019
England,Premier League,(CHE),Tammy Abraham,25,9,2380,15,19.289999999999999,0.77000000000000002,88,35,3.5099999999999998,1.4,2019
England,Premier League,(MNC),Sergio Aguero,18,6,1566,16,15.5,0.93999999999999995,76,27,4.6100000000000003,1.64,2019
Brazil,Campeonato Brasileiro,(PAL),Dudu,34,2,3313,9,9.4199999999999999,0.27000000000000002,95,38,2.7200000000000002,1.09,2019
Brazil,Campeonato Brasileiro,(INT),Thiago Galhardo,31,3,2901,12,14.35,0.46999999999999997,80,32,2.6200000000000001,1.05,2019
Brazil,Campeonato Brasileiro,(INT),Paolo Guerrero,23,1,2193,10,10.85,0.46999999999999997,81,33,3.5099999999999998,1.43,2019
Brazil,Campeonato Brasileiro,(GRE),Pepe,14,18,1836,8,8.6999999999999993,0.45000000000000001,46,16,2.3799999999999999,0.83,2019
Brazil,Campeonato Brasileiro,(SAN),Henrique,33,1,3149,10,4.9699999999999998,0.14999999999999999,58,22,1.75,0.66,2019
Brazil,Campeonato Brasileiro,(FLA),Giorgian de Arrascaeta,22,1,1929,12,9.3399999999999999,0.46000000000000002,47,19,2.3100000000000001,0.94,2019
Brazil,Campeonato Brasileiro,(SAN),Marinho,18,11,1917,8,6.6600000000000001,0.33000000000000002,73,26,3.6200000000000001,1.29,2019
Brazil,Campeonato Brasileiro,(BEN),Everton,23,7,2498,11,9.1999999999999993,0.34999999999999998,83,32,3.1600000000000001,1.22,2019
Brazil,Campeonato Brasileiro,(BAH),Gilberto,27,5,2524,14,15.94,0.59999999999999998,80,31,3.0099999999999998,1.17,2019
Brazil,Campeonato Brasileiro,(FLA),Michael,35,0,3180,10,9.3699999999999992,0.28000000000000003,80,32,2.3900000000000001,0.96,2019
Brazil,Campeonato Brasileiro,(SAN),Carlos Sanchez,27,7,2648,12,11.99,0.42999999999999999,85,29,3.0499999999999998,1.04,2019
Brazil,Campeonato Brasileiro,(CAP),Everaldo,33,0,3233,14,13.27,0.39000000000000001,116,39,3.4100000000000001,1.15,2019
Brazil,Campeonato Brasileiro,(RBB),Artur,32,0,3049,7,5.7800000000000002,0.17999999999999999,64,19,1.99,0.59,2019
Brazil,Campeonato Brasileiro,(FLA),Gabriel Barbosa,29,0,2716,25,24.59,0.85999999999999999,117,62,4.0899999999999999,2.17,2019
Brazil,Campeonato Brasileiro,(FOR),Wellington Paulista,28,3,2650,13,13.67,0.48999999999999999,66,29,2.3700000000000001,1.04,2019
Brazil,Campeonato Brasileiro,(FLA),Bruno Henrique,29,4,2822,21,21.09,0.70999999999999996,98,46,3.2999999999999998,1.55,2019
Brazil,Campeonato Brasileiro,(chongqing dangdai lifan f.c),Marcelo  Cirino,19,10,2062,9,9.3300000000000001,0.42999999999999999,51,17,2.3500000000000001,0.78,2019
Brazil,Campeonato Brasileiro,(SAN),Yeferson Soteldo,31,1,2883,9,8.8000000000000007,0.28999999999999998,68,26,2.2400000000000002,0.86,2019
Brazil,Campeonato Brasileiro,(CAM),Eduardo Sasha,34,3,3181,14,14.06,0.41999999999999998,77,36,2.2999999999999998,1.08,2019
Brazil,Campeonato Brasileiro,(GOI),Rafael Moura,19,4,1661,9,8.2200000000000006,0.46999999999999997,48,14,2.75,0.8,2019
Netherlands,Eredivisie,(AJA),Antony,8,1,575,4,1.6299999999999999,0.27000000000000002,20,8,3.2999999999999998,1.32,2019
Netherlands,Eredivisie,(AJA),Quincy Promes,4,6,574,4,2.8999999999999999,0.47999999999999998,22,10,3.6400000000000001,1.66,2019
Netherlands,Eredivisie,(AJA),Dusan Tadic,9,1,719,7,4.2400000000000002,0.56000000000000005,20,13,2.6400000000000001,1.72,2019
Netherlands,Eredivisie,(VIT),Armando Broja,6,4,569,5,2.52,0.41999999999999998,12,6,2,1,2019
Netherlands,Eredivisie,(FEY),Steven Berghuis,10,0,896,9,8.7699999999999996,0.93000000000000005,39,21,4.1399999999999997,2.23,2019
Netherlands,Eredivisie,(EMM),Michael de Leeuw,8,0,723,5,2.8900000000000001,0.38,15,7,1.97,0.92,2019
Netherlands,Eredivisie,(VIT),Lois Openda,10,0,775,5,2.9399999999999999,0.35999999999999999,28,9,3.4300000000000002,1.1,2019
Netherlands,Eredivisie,(TWE),Danilo Nome,10,0,827,9,7.0499999999999998,0.81000000000000005,31,16,3.5600000000000001,1.84,2019
Netherlands,Eredivisie,(SPR),Lennart Thy,10,0,768,6,4.3700000000000001,0.54000000000000004,20,11,2.4700000000000002,1.36,2019
Netherlands,Eredivisie,(PSV),Donyell Malen,7,3,725,6,6.1100000000000003,0.80000000000000004,32,17,4.1900000000000004,2.23,2019
Netherlands,Eredivisie,(PSV),Noni Madueke,3,7,524,4,2.8700000000000001,0.52000000000000002,17,7,3.0800000000000001,1.27,2019
Netherlands,Eredivisie,(AJA),Davy Klaassen,6,0,490,5,4.0199999999999996,0.78000000000000003,13,8,2.52,1.55,2019
Netherlands,Eredivisie,(VIT),Oussama Tannane,8,0,680,4,2.6499999999999999,0.37,40,9,5.5899999999999999,1.26,2019
Netherlands,Eredivisie,(TWE),Vaclav Cerny,10,0,824,4,1.3899999999999999,0.16,21,12,2.4199999999999999,1.38,2019
Netherlands,Eredivisie,(WIL),Vangelis Pavlidis,10,0,927,4,2.8300000000000001,0.28999999999999998,26,15,2.6600000000000001,1.54,2019
Netherlands,Eredivisie,(HEE),Henk Veerman,10,0,916,8,4.4400000000000004,0.46000000000000002,32,14,3.3199999999999998,1.45,2019
Netherlands,Eredivisie,(SPR),Abdou Harroui,10,0,834,4,1.9299999999999999,0.22,24,13,2.73,1.48,2019
Netherlands,Eredivisie,(HER),Rai Vloet,10,0,853,7,4.4900000000000002,0.5,21,9,2.3399999999999999,1,2019
Netherlands,Eredivisie,(AJA),Lassina Traore,6,4,506,7,4.21,0.79000000000000004,18,8,3.3799999999999999,1.5,2019
Netherlands,Eredivisie,(VVV),Georgios Giakoumakis,10,0,911,9,7.1900000000000004,0.75,35,14,3.6499999999999999,1.46,2019
USA,MLS,(TOR),Alex Pozuelo,24,0,2247,9,8.2799999999999994,0.34999999999999998,57,25,2.4100000000000001,1.06,2020
USA,MLS,(MIN),Kevin Molino,16,3,1430,11,6.3200000000000003,0.41999999999999998,43,20,2.8599999999999999,1.33,2020
USA,MLS,(RSL),Damir Kreilach,20,1,1872,8,6.1100000000000003,0.31,48,19,2.4399999999999999,0.96,2020
USA,MLS,(LAF),Bradley Wright-Phillips,15,4,1190,8,5.8899999999999997,0.46999999999999997,33,15,2.6299999999999999,1.2,2020
USA,MLS,(LAF),Diego Rossi,19,0,1816,14,11.85,0.62,71,34,3.71,1.78,2020
USA,MLS,(SOU),Nicolas Lodeiro,21,0,2014,8,6.3600000000000003,0.29999999999999999,43,19,2.0299999999999998,0.9,2020
USA,MLS,(SOU),Raul Ruidiaz,18,0,1626,14,8.5600000000000005,0.5,58,24,3.3900000000000001,1.4,2020
USA,MLS,(ORL),Daryl Dike,17,2,1482,8,3.7400000000000002,0.23999999999999999,33,13,2.1200000000000001,0.83,2020
USA,MLS,(CCR),Gyasi Zardes,22,1,2034,14,11.99,0.56000000000000005,50,25,2.3399999999999999,1.17,2020
USA,MLS,(LAG),Cristian Pavon,22,0,2106,10,5.9900000000000002,0.27000000000000002,63,25,2.8399999999999999,1.13,2020
USA,MLS,(ORL),Chris Mueller,19,5,1726,10,6,0.33000000000000002,38,20,2.0899999999999999,1.1,2020
USA,MLS,(MON),Romell Quioto,18,2,1676,9,5.8200000000000003,0.33000000000000002,54,23,3.0600000000000001,1.3,2020
USA,MLS,(SOU),Jordan Morris,19,4,1927,11,8.3200000000000003,0.40999999999999998,43,19,2.1200000000000001,0.94,2020
USA,MLS,(PHI),Kacper Przybylko,24,0,2216,8,8.6300000000000008,0.37,56,27,2.3999999999999999,1.16,2020
USA,MLS,(NER),Gustavo Bou,17,4,1701,8,6.7999999999999998,0.38,81,28,4.5199999999999996,1.56,2020
USA,MLS,(CHF),Robert Beric,22,1,2063,13,9.9900000000000002,0.46000000000000002,62,28,2.8599999999999999,1.29,2020
USA,MLS,(TOR),Ayo Akinola,11,5,1195,9,7.2999999999999998,0.57999999999999996,37,19,2.9399999999999999,1.51,2020
USA,MLS,(POR),Jeremy Ebobisse,11,8,1189,8,3.6299999999999999,0.28999999999999998,33,15,2.6400000000000001,1.2,2020
USA,MLS,(POR),Diego Valeri,19,4,1864,8,5.2999999999999998,0.27000000000000002,44,17,2.2400000000000002,0.87,2020
USA,MLS,(SJE),Chris Wondolowski,14,9,1509,8,7.3099999999999996,0.46000000000000002,35,20,2.2000000000000002,1.26,2020
Spain,La Liga,(SEV),Youssef   En-Nesyri,5,4,465,4,3.3300000000000001,0.68000000000000005,14,4,2.8599999999999999,0.82,2020
Spain,La Liga,(SOC),Portu,6,5,691,4,1.53,0.20999999999999999,6,4,0.81999999999999995,0.55,2020
Spain,La Liga,(RMA),Karim Benzema,8,0,741,4,4.9100000000000001,0.63,27,12,3.46,1.54,2020
Spain,La Liga,(VAL),Carlos Soler,6,1,599,4,3.3399999999999999,0.53000000000000003,8,5,1.27,0.79,2020
Spain,La Liga,(BET),Cristian Tello,7,4,629,4,1.9199999999999999,0.28999999999999998,22,8,3.3199999999999998,1.21,2020
Spain,La Liga,(SOC),Mikel Oyarzabal,9,2,736,7,6.8200000000000003,0.88,31,16,4,2.07,2020
Spain,La Liga,(EIB),Esteban Burgos,6,1,589,3,2.8500000000000001,0.46000000000000002,5,4,0.81000000000000005,0.65,2020
Spain,La Liga,(ALA),Lucas Perez,7,2,637,3,4.3600000000000003,0.65000000000000002,13,6,1.9399999999999999,0.89,2020
Spain,La Liga,(BAR),Lionel Messi,8,1,824,4,5.46,0.63,39,19,4.5,2.19,2020
Spain,La Liga,(ATL),Joao Felix,6,3,641,5,3.8500000000000001,0.56999999999999995,21,6,3.1099999999999999,0.89,2020
Spain,La Liga,(ATL),Luis Suarez,5,1,387,5,3.2999999999999998,0.81000000000000005,22,8,5.4000000000000004,1.96,2020
Spain,La Liga,(VIL),Paco Alcacer,9,0,693,5,5.1100000000000003,0.69999999999999996,16,8,2.1899999999999999,1.1,2020
Spain,La Liga,(LEV),Morales,10,0,758,4,2.71,0.34000000000000002,17,8,2.1299999999999999,1,2020
Spain,La Liga,(RMA),Federico Valverde,6,2,566,3,1.1299999999999999,0.19,9,5,1.51,0.84,2020
Spain,La Liga,(BAR),Antoine Griezmann,8,1,634,3,3.6699999999999999,0.55000000000000004,18,8,2.7000000000000002,1.2,2020
Spain,La Liga,(CEL),Iago Aspas,11,0,1056,5,4.8899999999999997,0.44,21,12,1.8899999999999999,1.08,2020
Spain,La Liga,(EIB),Kike GarcIa,9,1,790,3,2.8300000000000001,0.34000000000000002,19,8,2.2799999999999998,0.96,2020
Spain,La Liga,(GET),Angel Rodriguez,3,6,501,4,2.0600000000000001,0.39000000000000001,14,7,2.6499999999999999,1.33,2020
Spain,La Liga,(BAR),Ansu Fati,6,1,451,4,1.8,0.38,14,7,2.9500000000000002,1.47,2020
Spain,La Liga,(VIL),Gerard Moreno,9,0,822,6,6.4000000000000004,0.73999999999999999,29,11,3.3500000000000001,1.27,2020
Italy,Serie A,(BOL),Roberto Soriano,9,0,849,5,2.4100000000000001,0.27000000000000002,18,7,2.0099999999999998,0.78,2020
Italy,Serie A,(SAS),Francesco Caputo,6,0,567,5,3.52,0.58999999999999997,18,9,3.02,1.51,2020
Italy,Serie A,(CAG),Joao Pedro,9,0,831,6,3.4100000000000001,0.39000000000000001,21,10,2.3999999999999999,1.14,2020
Italy,Serie A,(ATA),Alejandro Gomez,9,0,643,4,2.23,0.33000000000000002,28,11,4.1399999999999997,1.63,2020
Italy,Serie A,(TOR),Andrea Belotti,8,0,754,7,3.4900000000000002,0.44,24,11,3.02,1.39,2020
Italy,Serie A,(FIO),Gaetano Castrovilli,9,0,755,4,1.4299999999999999,0.17999999999999999,11,7,1.3799999999999999,0.88,2020
Italy,Serie A,(CAG),Giovanni Simeone,8,0,664,5,3.29,0.46999999999999997,15,5,2.1499999999999999,0.72,2020
Italy,Serie A,(SAS),Domenico Berardi,8,0,766,4,2.02,0.25,21,11,2.6000000000000001,1.36,2020
Italy,Serie A,(ROM),Henrikh Mkhitaryan,9,0,825,5,5.8200000000000003,0.67000000000000004,30,14,3.4500000000000002,1.61,2020
Italy,Serie A,(ROM),Jordan Veretout,9,0,769,4,3.48,0.42999999999999999,18,7,2.2200000000000002,0.86,2020
Italy,Serie A,(PAR),Gervinho,8,0,669,4,1.97,0.28000000000000003,13,5,1.8500000000000001,0.71,2020
Italy,Serie A,(INT),Lautaro MartInez,7,2,656,5,2.3500000000000001,0.34000000000000002,29,11,4.2000000000000002,1.59,2020
Italy,Serie A,(ATA),Luis Muriel,3,4,264,4,2.7799999999999998,1,20,7,7.2000000000000002,2.52,2020
Italy,Serie A,(JUV),Cristiano Ronaldo,5,1,397,8,5.3099999999999996,1.27,26,13,6.2199999999999998,3.11,2020
Italy,Serie A,(INT),Romelu Lukaku,6,2,580,7,7.2699999999999996,1.1899999999999999,22,10,3.6000000000000001,1.64,2020
Italy,Serie A,(NAP),Dries Mertens,9,0,616,4,2.46,0.38,24,11,3.7000000000000002,1.7,2020
Italy,Serie A,(LAZ),Ciro Immobile,6,1,571,5,3.73,0.62,22,8,3.6600000000000001,1.33,2020
Italy,Serie A,(SAM),Fabio Quagliarella,8,1,694,5,4.46,0.60999999999999999,23,9,3.1499999999999999,1.23,2020
Italy,Serie A,(ACM),Zlatan Ibrahimovic,6,0,557,10,7.9199999999999999,1.3500000000000001,35,16,5.9699999999999998,2.73,2020
Italy,Serie A,(NAP),Hirving Lozano,9,0,568,4,2.9300000000000002,0.48999999999999999,18,11,3.0099999999999998,1.84,2020
Germany,Bundesliga,(LEV),Lucas Alario,6,1,561,7,3.0699999999999998,0.52000000000000002,20,11,3.3900000000000001,1.86,2020
Germany,Bundesliga,(FRA),Bas Dost,8,1,732,3,3.2400000000000002,0.41999999999999998,14,8,1.8200000000000001,1.04,2020
Germany,Bundesliga,(BAY),Serge Gnabry,7,1,626,4,1.5800000000000001,0.23999999999999999,18,9,2.73,1.37,2020
Germany,Bundesliga,(WOB),Wout Weghorst,8,1,778,6,5.5700000000000003,0.68000000000000005,25,14,3.0499999999999998,1.71,2020
Germany,Bundesliga,(RBL),Dani Olmo,9,0,834,4,2.2799999999999998,0.26000000000000001,19,8,2.1600000000000001,0.91,2020
Germany,Bundesliga,(KOL),Ellyes Skhiri,8,0,709,3,1.8700000000000001,0.25,6,3,0.80000000000000004,0.4,2020
Germany,Bundesliga,(BAY),Thomas Muller,9,0,822,4,3.2000000000000002,0.37,13,5,1.5,0.58,2020
Germany,Bundesliga,(UNB),Max Kruse,7,2,669,6,4.4400000000000004,0.63,13,10,1.8500000000000001,1.42,2020
Germany,Bundesliga,(FRA),Andre Silva,9,0,802,7,7.4299999999999997,0.88,37,16,4.3799999999999999,1.9,2020
Germany,Bundesliga,(FCA),Andre Hahn,7,2,547,3,1.4399999999999999,0.25,12,6,2.0800000000000001,1.04,2020
Germany,Bundesliga,(MAI),Jean-Philippe Mateta,9,0,723,7,6.0099999999999998,0.79000000000000004,23,12,3.02,1.58,2020
Germany,Bundesliga,(HOF),Andrej Kramaric,5,0,481,7,4.6100000000000003,0.91000000000000003,23,14,4.54,2.77,2020
Germany,Bundesliga,(SVW),Niclas Fullkrug,4,1,293,4,3.02,0.97999999999999998,13,7,4.2199999999999998,2.27,2020
Germany,Bundesliga,(BMG),Lars Stindl,7,2,567,4,3.52,0.58999999999999997,19,9,3.1800000000000002,1.51,2020
Germany,Bundesliga,(FCA),Daniel Caligiuri,9,0,841,3,0.80000000000000004,8.9999999999999997E-2,11,5,1.24,0.56,2020
Germany,Bundesliga,(DOR),Erling Haaland,7,1,683,10,6.7599999999999998,0.93999999999999995,30,14,4.1699999999999999,1.95,2020
Germany,Bundesliga,(BSC),Jhon Cordoba,5,2,493,3,2.23,0.42999999999999999,18,5,3.4700000000000002,0.96,2020
Germany,Bundesliga,(SCF),Nils Petersen,6,3,608,4,2.1099999999999999,0.33000000000000002,15,7,2.3399999999999999,1.09,2020
Germany,Bundesliga,(BSC),Matheus Cunha,9,0,857,6,3.4300000000000002,0.38,26,15,2.8799999999999999,1.66,2020
Germany,Bundesliga,(BAY),Robert Lewandowski,7,1,672,12,7.7800000000000002,1.1000000000000001,35,17,4.9500000000000002,2.4,2020
France,France Ligue 18,(NAN),Ludovic Blas,11,1,990,4,1.8799999999999999,0.17999999999999999,19,7,1.8200000000000001,0.67,2020
France,France Ligue 12,(ANG),Stephane Bahoken,8,2,644,5,3.5299999999999998,0.52000000000000002,30,14,4.4299999999999997,2.07,2020
France,France Ligue 9,(LYO),Karl Toko,9,1,822,5,5.8799999999999999,0.68000000000000005,27,12,3.1200000000000001,1.39,2020
France,France Ligue 10,(MON),Kevin Volland,9,1,709,5,3.4300000000000002,0.46000000000000002,12,11,1.6100000000000001,1.47,2020
France,France Ligue 3,(MPE),Andy Delort,11,0,902,6,4.1799999999999997,0.44,31,14,3.2599999999999998,1.47,2020
France,France Ligue 4,(LIL),Burak Yilmaz,10,1,903,6,4.5599999999999996,0.47999999999999998,28,17,2.9500000000000002,1.79,2020
France,France Ligue 5,(MET),Ibrahima Niane,6,0,482,6,3.4500000000000002,0.68000000000000005,21,9,4.1399999999999997,1.77,2020
France,France Ligue 2,(REI),Boulaye Dia,9,1,772,8,5.2800000000000002,0.65000000000000002,25,12,3.0800000000000001,1.48,2020
France,France Ligue 20,(PSG),Moise Kean,6,0,454,4,3.2000000000000002,0.67000000000000004,14,5,2.9300000000000002,1.05,2020
France,France Ligue 15,(LEN),Ignatius Ganago,6,3,452,4,3.3300000000000001,0.69999999999999996,14,7,2.9399999999999999,1.47,2020
France,France Ligue 8,(BRE),Irvin Cardona,6,5,627,5,2.71,0.40999999999999998,21,8,3.1800000000000002,1.21,2020
France,France Ligue 6,(MON),Wissam Ben,10,1,879,6,5.7400000000000002,0.62,30,8,3.2400000000000002,0.86,2020
France,France Ligue 14,(MAR),Florian Thauvin,10,0,835,4,2.9900000000000002,0.34000000000000002,21,8,2.3900000000000001,0.91,2020
France,France Ligue 13,(NIC),Amine Gouiri,9,2,903,4,3.3300000000000001,0.34999999999999998,26,10,2.7400000000000002,1.05,2020
France,France Ligue 16,(LIL),Jonathan Bamba,11,1,1061,4,1.6799999999999999,0.14999999999999999,25,9,2.2400000000000002,0.81,2020
France,France Ligue 17,(STR),Ludovic Ajorque,11,0,1008,4,3.6099999999999999,0.34000000000000002,17,8,1.6000000000000001,0.75,2020
France,France Ligue 1,(PSG),Kylian Mbappe-Lottin,7,1,610,9,6.8099999999999996,1.0600000000000001,33,20,5.1399999999999997,3.11,2020
France,France Ligue 19,(DIJ),Mama Balde,8,0,669,4,4.0099999999999998,0.56999999999999995,30,10,4.2599999999999998,1.42,2020
France,France Ligue 11,(LYO),Memphis Depay,9,3,903,5,4.75,0.5,30,10,3.1600000000000001,1.05,2020
France,France Ligue 7,(LEN),Gael Kakuta,10,1,786,5,4.1399999999999997,0.5,18,6,2.1800000000000002,0.73,2020
England,Premier League,(SOU),James Ward-Prowse,10,0,960,4,0.70999999999999996,7.0000000000000007E-2,10,7,0.98999999999999999,0.69,2020
England,Premier League,(MNU),Bruno Fernandes,9,0,809,7,5.4500000000000002,0.64000000000000001,30,14,3.52,1.64,2020
England,Premier League,(EVE),Dominic Calvert-Lewin,10,0,940,10,7.1200000000000001,0.71999999999999997,32,18,3.23,1.82,2020
England,Premier League,(CHE),Timo Werner,10,0,876,4,3.6899999999999999,0.40000000000000002,23,10,2.4900000000000002,1.08,2020
England,Premier League,(NEW),Callum Wilson,9,0,835,7,6.5,0.73999999999999999,18,8,2.0499999999999998,0.91,2020
England,Premier League,(LIV),Diogo Jota,5,3,530,5,2.5099999999999998,0.45000000000000001,20,11,3.5800000000000001,1.97,2020
England,Premier League,(CRY),Wilfried Zaha,8,0,779,5,4.3499999999999996,0.53000000000000003,18,7,2.2000000000000002,0.85,2020
England,Premier League,(AVL),Jack Grealish,9,0,872,5,2.8500000000000001,0.31,26,9,2.8300000000000001,0.98,2020
England,Premier League,(WOL),Raul Jimenez,10,0,872,4,3.2999999999999998,0.35999999999999999,26,10,2.8300000000000001,1.09,2020
England,Premier League,(WHU),Jarrod Bowen,10,0,845,4,2.9399999999999999,0.33000000000000002,22,5,2.4700000000000002,0.56,2020
England,Premier League,(LEE),Patrick Bamford,10,0,898,7,7.2800000000000002,0.77000000000000002,40,17,4.2300000000000004,1.8,2020
England,Premier League,(LIV),Mohamed Salah,9,0,831,8,6.1200000000000001,0.69999999999999996,35,15,4,1.71,2020
England,Premier League,(LEI),Jamie Vardy,8,1,780,8,8.6999999999999993,1.0600000000000001,21,15,2.5600000000000001,1.83,2020
England,Premier League,(TOT),Harry Kane,10,0,956,7,6.6399999999999997,0.66000000000000003,39,15,3.8799999999999999,1.49,2020
England,Premier League,(SOU),Danny Ings,7,0,662,5,2.5800000000000001,0.37,15,9,2.1499999999999999,1.29,2020
